0	554526
1	248295
2	57652
3	131824
4	109586
5	74123
6	100802
7	31875
8	33810
9	24774
10	10163
11	51831
12	26328
13	30266
14	10164
15	7243
16	7739
17	33811
18	5608
19	5844
20	7465
21	1555
22	1459
23	1622
24	9527
25	1284
26	2691
27	6008
28	3106
29	6948
30	3621
31	4868
32	1210
33	7232
34	5433
35	2176
36	4033
37	708
38	4839
39	20882
40	6928
41	2206
42	1401
43	1819
44	5967
45	18801
46	2721
47	4554
48	13315
49	876
50	873
51	5029
52	752
53	610
54	3472
55	782
56	7500
57	1079
58	1052
59	252
60	2950
61	559
62	910
63	3210
64	11900
65	1604
66	398
67	704
68	898
69	4707
70	1162
71	1530
72	4516
73	1950
74	1182
75	633
76	2130
77	2349
78	122
79	83
80	2051
81	827
82	6955
83	1452
84	1887
85	571
86	99
87	60
88	1825
89	26
90	1526
91	403
92	492
93	673
94	293
95	258
96	1703
97	1457
98	1325
99	838
100	61
101	178
102	1510
103	317
104	2174
105	562
106	314
107	355
108	458
109	154
110	78
111	58
112	2089
113	433
114	767
115	219
116	1010
117	23
118	153
119	66
120	690
121	26
122	467
123	24
124	1945
125	418
126	53
127	2053
128	694
129	33
130	407
131	308
132	131
133	754
135	231
136	498
137	1144
138	486
139	42
140	885
141	88
142	95
143	145
144	618
145	398
146	26
148	33
149	923
150	714
151	28
152	426
153	22
154	91
155	149
156	408
157	109
158	395
159	418
160	601
161	65
162	12
163	197
164	25
165	170
166	95
167	69
168	1033
169	1056
170	158
171	688
172	1
173	418
174	61
176	197
177	187
178	333
179	53
181	125
182	23
183	8
184	237
185	2491
186	857
187	40
188	75
189	86
190	66
191	10
192	167
193	741
194	45
195	679
196	8
197	6
198	614
199	10
200	459
201	104
202	5
203	1
204	438
205	401
206	141
207	41
208	159
209	19
210	588
212	1
213	187
214	3
215	36
216	142
217	26
218	4
219	5
220	58
221	28
222	3
223	55
224	69
225	4
226	15
227	2
228	33
229	27
230	917
231	10
232	114
233	55
234	801
235	52
236	32
237	1
239	1
240	86
242	13
244	146
247	5
248	161
249	16
250	20
251	526
252	288
254	18
255	7
256	55
258	8
259	40
260	125
262	12
264	63
265	12
267	403
268	8
270	13
271	2
272	63
273	561
275	11
276	1017
278	8
279	24
280	44
282	20
283	16
285	14
287	69
288	48
289	1
290	1199
291	141
292	42
293	3
294	12
295	18
296	35
297	14
298	1802
301	1
303	5
304	125
306	8
307	1
309	1
311	17
312	38
318	9
319	22
320	27
321	57
323	60
324	12
325	2
326	30
328	25
329	111
330	15
336	39
338	10
339	1
343	17
344	28
350	17
352	26
360	122
363	427
364	4
366	7
367	9
368	44
376	16
378	1
383	19
384	21
385	2
392	369
393	561
394	1
396	4
400	19
408	30
412	1
416	35
423	1
424	36
428	20
429	146
432	23
436	34
440	20
446	51
448	23
449	6
455	1
456	22
464	41
472	18
476	16
477	293
480	15
485	22
488	15
489	474
496	14
501	475
504	306
505	100
512	13
520	77
528	13
530	458
535	60
536	7
544	7
552	12
555	14
556	307
560	9
566	1
567	1
568	11
569	109
573	32
574	1
576	43
579	155
580	60
584	4
592	11
593	62
598	30
600	75
602	88
608	8
609	8
614	4
616	9
619	1
624	10
632	12
639	6
640	6
648	9
649	26
653	14
656	6
664	11
667	2
669	2
672	8
676	417
680	8
688	7
693	6
696	10
700	1102
704	12
709	184
712	10
720	12
728	5
736	6
744	5
752	5
755	10
760	10
768	3
772	10
776	3
784	6
787	64
792	3
798	3
800	9
802	32
808	7
815	677
816	5
824	8
826	61
832	217
839	10
840	2
841	2
848	3
856	4
864	5
867	837
872	6
880	3
888	3
896	1
904	1
907	1
912	4
914	338
920	4
924	1075
928	5
929	99
936	2
944	6
952	4
960	3
968	4
974	55
976	2
984	2
989	410
992	1
1006	77
1008	4
1018	5
1024	7
1032	3
1040	28
1048	1
1055	304
1056	1
1057	412
1064	2
1072	1
1080	3
1088	1
1095	1244
1104	2
1112	2
1136	2
1141	3
1154	99
1161	2
1168	1
1173	1
1192	1
1208	1
1210	5
1216	1
1239	420
1360	1
1415	1
1472	1
1536	1
1608	1
1616	1
1632	1
1656	1
1684	1
1725	1
1923	3
1929	1
2000	1
2512	1
2598	1
2720	1
2788	2
2822	1
2888	1
2903	10
3081	3
6664	1
