1	0
1	0
2	0
1	1
1	0
0	0
0	0
0	0
2	0
0	0
138	139
1	0
8	10
2	0
1	0
6	11
0	0
0	0
0	0
0	0
0	0
0	0
1	0
49	47
2	0
1	0
1	0
1	0
18	0
4	0
0	0
0	2
12	0
0	2
0	4
0	0
1	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
2	0
2	9
0	0
3	0
0	1
0	0
0	0
0	0
2	0
0	0
2	0
1	0
5	3
1	5
0	0
3	0
0	0
2	0
1	2
1	0
3	0
1	0
1	1
15	0
1	0
0	2
1	0
2	5
0	0
0	3
0	0
4	0
0	0
0	0
1	0
8	0
2	0
6	0
1	0
0	0
1	0
4	0
2	0
0	0
0	0
0	1
2	0
5	0
0	0
1	8
1	0
2	5
0	0
0	0
0	1
1	0
4	0
4	5
1	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
1	0
2	0
2	0
3	0
0	0
0	0
11	0
0	0
1	0
25	26
5	0
9	7
0	1
0	0
0	0
0	0
1	0
12	12
0	0
0	0
0	4
3	18
5	0
4	0
0	2
1	0
1	0
306	229
1	0
2	0
7	0
0	0
1	0
0	0
0	0
0	0
0	2
29	76
0	0
2	16
4	0
2	0
0	0
1	0
0	2
1	0
8	4
1	0
0	0
6	8
3	3
0	0
0	4
2	8
17	32
0	0
0	0
1	2
0	0
0	22
1	0
1	0
5	0
5	2
2	1
0	3
0	2
0	0
1	0
5	0
0	0
0	0
1	0
0	0
0	3
0	0
4	0
2	1
0	0
0	0
2	3
3	12
3	0
17	16
7	4
0	1
2	0
1	1
0	0
1	0
0	0
0	0
1	0
17	0
2	0
3	0
2	0
4	0
0	0
0	0
0	0
0	0
0	0
1	0
4	1
11	8
0	7
0	0
4	0
2	3
0	0
0	0
0	0
3	36
0	0
0	0
0	0
0	0
0	0
2	0
0	16
1	0
11	6
0	0
1	6
0	0
0	0
2	0
1	0
1	0
3	16
6	5
5	6
4	10
1	6
1	0
0	0
0	0
0	11
4	0
2	38
5	0
1	0
10	0
2	13
0	11
2	0
0	8
1	0
0	0
1	0
0	1
8	0
2	0
2	0
1	0
3	4
1	0
0	2
0	0
5	0
0	2
6	0
32	9
0	0
140	260
1	0
0	0
1	0
2	0
0	0
8	0
2	0
0	0
4	0
0	2
0	11
2	0
12	0
3	0
0	0
2	0
25	9
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
24	27
5	0
2	0
0	0
83	122
0	0
9	2
4	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
1	0
0	1
0	0
0	0
5	0
0	0
3	0
1	1
2	0
6	1
6	0
1	0
1	33
3	20
0	3
0	0
0	0
1	0
0	0
0	0
0	1
1	1
0	0
0	0
10	0
0	0
0	0
0	0
5	2
9	1
7	10
2	3
3	0
1	0
1	19
1	0
0	1
0	5
1	0
0	0
3	0
1	0
2	0
1	0
0	0
2	3
0	1
0	0
2	0
1	0
2	0
1	0
0	0
1	0
1	0
186	277
46	70
0	1
1	0
0	0
3	0
1	0
0	1
3	0
0	0
1	0
0	0
0	0
26	15
1	0
0	0
2	0
1	0
6	0
6	0
5	0
1	0
0	6
3	0
0	0
0	0
2	0
6	0
0	4
1	0
1	0
1	0
0	0
0	0
0	0
1	0
0	0
8	2
1	0
2	0
9	0
0	1
1	0
1	5
0	0
1	0
0	0
1	0
0	0
0	1
2	0
1	0
0	0
0	0
0	0
5	0
1	0
0	0
1	0
0	5
3	0
1	0
0	0
2	0
1	0
0	1
1	0
1	0
0	0
0	26
30	1
2	2
0	0
0	1
3	16
0	0
3	0
1	0
7	17
3	0
13	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
4	0
0	0
3	0
2	0
0	0
2	0
0	1
1	0
0	1
1	0
3	1
0	3
0	0
15	0
1	0
0	0
0	0
0	0
4	0
1	0
0	0
1	0
0	0
0	5
0	6
4	0
0	0
6	0
1	0
1	0
4	0
1	0
7	0
1	1
0	1
0	6
2	0
2	0
0	0
3	0
16	0
2	0
0	0
3	0
10	8
0	0
0	0
2	0
3	1
3	0
0	7
9	0
1	0
0	3
3	0
9	2
0	0
0	0
3	0
2	0
0	6
0	1
0	0
6	2
1	0
2	0
0	0
3	0
3	0
2	0
6	0
0	2
0	1
1	0
4	0
1	0
1	0
0	2
10	6
1	0
0	1
0	1
0	2
0	0
0	0
13	0
0	0
1	0
1	0
10	3
2	0
4	0
3	0
1	0
1	0
0	0
2	0
0	1
1	0
1	0
0	0
1	0
1	0
2	0
1	0
1	0
3	0
0	0
0	0
0	0
0	0
1	0
1	3
